account,username,text
folkative,sasaracaa,"Tolong janji janji yang sudah dibuat ditepatin, yang naik rasio pajak, bukan pajaknya, dari 10% mau naik ke 12% dalam setahun naik 2x"
folkative,ar.rahman26,"Pastilah Keterbatasan Anggaran, wajarlah Manusia bukan Nabi Boy😁"
folkative,ruli.an,"Aman aja si kalo gk dicatut catut bisa lah tahu/tempe/telor dan sayur sop paket hemat .. yg jadi masalah nih pak, budget 30rb aja bisa 15 rb pas jadinya, apakabar 10 rebu ini??? 😂 ya semoga reall lah 10rb tanpa kepotong pas pelaksanaannya"
folkative,addnlimn,dari sana 10.000 nyampe lapangan 2000
folkative,mira.banadby,Apresiasi yuk semoga lebih baik kdepannya👏
folkative,pandhamovic,yg nyinyir makanan 10rb dpt apa berarti ga pernah belanja bahan makanan di pasar.. taunya makanan bergizi=harganya mahal...
folkative,lailatulnabillah,Lol 😂😂😂
folkative,regirenaldi_,Alhamdulilah bapa🔥
folkative,kartikasuci96,"Kasih lotek + nasi juga sedap , sayur murah tp sehat"
folkative,tariptrreal,"12rb lah pak, ayam geprek depan SMANSA dapet tuh ayam nasi sambel, dapet dada lagi ayamnya"
folkative,just4funyiay,nasi goreng komplek gua aja 15 rebu
folkative,la.ssaal4u,"wah keren pakk 👏👏, semoga bermanfaat buat anak-anakk 🔥😍"
folkative,nfsxlton,10rb beli batagor pak
folkative,masbeannnnnnn,Mie ayam yg bergizi dimana yak?
folkative,michelleinrl_,"10 ribu dikantin guwa dapet ayam moza, kalo mau ya dapet geprek, katsu, bisa ambil bumbu sepuasnya, nasinya ada 2 pilihan, mw biasa ato nasgor 🤤 lebi dr cukup tu mah aernya bawa dari rumah"
folkative,imbonee,"ga ada apa².a di bandingkan dengan semua tunjangan angota dewan,rakyat hanya kebagian pahit.a saja,tapi yg di atas selalu dapat kemewahan,klo pernyataan saya salah,tolong di ralat,terima kasih"
folkative,tkurniaaa,"10rb udh lumayan masyaallah, kaya makanan siang ku di kantor"
folkative,megiboys1,wkwk buat anak lulusan 2015 gimana 😂
folkative,beforedevilcomes,beli surya 4 batang
folkative,irwandede,Semoga sampai ke sekolah masih tetap 10 ribu ya 👏
folkative,munaufal.umar,10rb dapet paket ayam geprek + es teh
folkative,suryakencanaw,"cukup kok, asal ga di pangkas2 👏"
folkative,krtkblla7595,"Semoga merata ya pak, kalo mau uji coba jangan wilayah DKI Jakarta pak @gibran_rakabuming coba di pedalaman"
folkative,osowamatidaeli97_,Banyak banget bacot haters datang dari mana sih nih makhluk 😂??
folkative,berkah_utamamebel99,Gpp sh lumayan dr pda tidak sama sekali paket rocket chicken
folkative,propertybintaro_jaksel,Insyaallah cukup pak..asal di kelola dengan baik pak @prabowo
folkative,hj.khudzaifahhh,Alhamdulillah
folkative,eksrna_,Harusnya 15rb sih yang pas tpi ggp dripda gk sama sekali kan
folkative,pixel_lens09,"Janji Nya Kan 15k ,,, jadi 10k ,,, 5 nya kmana ??? ,,,,,, Owh Buat Tmbahan Gaji guru Munkin ,,,,,, Makasih Bpak 👏👏"
folkative,tahu_istimewa,Alhamdulillah makasih pak...
folkative,reysiringoringo,Saya jg ms bs pak.. Sy jg masi anak😂
folkative,adhyaksa.wicaksono,yg protes makan siang trs suruh klarifikasi apa kabarnya ya
folkative,ronyadesuryanto_,10rb buat anak-anak untuk 1x makan sudah lebih dari cukup.
folkative,kealima_203,warung dkt rmh ku nasi sayur dan telor 5 rb..itu porsi lumayan..klo 10 rb bs lumayan lah.intinya bersyukur
folkative,kealima_203,0
folkative,rzlihwan,Monggo ahli gizi bisa hitung porsinya dan jumlah gizinya
folkative,alipsha._,Dapat apa 10k
folkative,abdausha01,"""10k dapet apa?"". Dapat makanan yg insyaallah cukup gizin yg dibutuhkan. Program makan siang ini kan tujuan utamanya itu buat mencukupi gizi yg dibutuhkan anak saat sekolah. G hanya asal kenyang. 10k ya udah include sayur""an dll"
folkative,ttnjhin,😋😋😋
folkative,andikargs,"Belajar membaca dulu adik2, beliau juga ingin 15rb perporsi, tapi untuk sekarang alokasinya baru cukup 10rb, selain itu masih ada program yang mendukung masyarakat seperti keluarga harapan dan bantuan sosial"
folkative,juanotoriko,pak sy mau mentahnya aja beli nasi padang
folkative,handijulian_,naspad
folkative,hilal_adli_,Mahasiswa dpt dong pak 🗿 bosan makan geprek trus
folkative,irfan.fadillah,"pas tu, tinggal beli naspad ceban"
folkative,rantehhhh,Wkwk
folkative,fathir_hrv_7,🙌
folkative,alfristopranata,Pentingnya mikir baru ngomong 🙏🏽
folkative,_saaa.floristsby_,10 p
folkative,1.3leoo,10k dah dapet nasi padang lauk bebas apa aja😂🔥
folkative,1.3leoo,tambah 5k dapet surya 2batang
folkative,holisramadhaan,disini banyak pembenci yg tidak bersyukur
folkative,lizamandemasya,Sampe ditukang masak goceng
folkative,agan__,diganti siomay pak?
folkative,dadannfrds,10ribu dari pusat terus di korup lagi jadi cuma 5ribu paling 😋
folkative,luiskirmdn_,Paket ceban enak2 aja sih padang
folkative,nailyardian,Saya g tau sih ini beneran cukup atau tidak. Kalo saya di rumah biasa masak menu 35rb 3x sehari untuk se rumah isi 4 orang (2 dewasa 2 balita) dengan menu tempe dan sayur bening. Tanpa nasi karena nasi punya sendiri dan tanpa susu dan buah. Sayurnya bisa sop tapi lauknya mesti tempe kalo harga segitu
folkative,te.reeeee___,"Apakah sbgian dialokasikan ke gaji guru??? Gpp pak,ikhlas kok.guru sdh saatnya menerima haknya.orgtua jg hrs mawas diri utk lbh giat bekerja dan mengusahakan mknan bergizi utk putra/i trcintanya.makan sehat sngat berarti utk sbgian anak yg mngkin tdk bisa membawa bekal ke sklh atau bahkan blm mkn sma skli.semoga indonesia bisa lebih baik lagi"
folkative,msalmanrbbn,"Sebenernya bukan masalah di-porting 15 rb ke 10 rbnya, tapi dengan biaya 10 rb per siswa apakah sudah bisa membayar orang yang menyediakan makan siang gratisnya?"
folkative,galiehcici,10rb cukup kok pak.. ntar aku tambahin kalo kurang 🫰
folkative,ardhie.h.b,Semoga ada perusahaan2 yg mau support program Pak Prabowo yah biar lebih mantul lg untuk buat gizi di Indonesia lebih baik lagi 🙏 jadi ga hanya APBN aja yg jadi power tapi di support dana2 perusahaan jg
folkative,qi.whydi,Masyaallah
folkative,ndo_aji,Jogetin dluu
folkative,izzulh.q,"Ternyata masih banyak yg belum bersyukur yah. Dikasih komen, ngga dikasih komen."
folkative,akbrr20_,"ijin ijin seijin ijinnya. lupa yahh kita dpt bantuan dana dari cina (*just info bukan utang dana hibah), itu alasannya RATA² Peranak jadinya 10rb. dah lahh masih jauh perjalan pemerintah prabowo belum ada setahun.🙌"
folkative,irpan_perdiansah01,lumayan buat makan ayam gue
folkative,kelvinpgbn,"Iya guys oke alhamdulillah nih 10ribu emang murah, mesti bersyukur, iyadehhh.... cuma kan janjinya kmaren kaga begitu yagesyakkk"
folkative,gusnandaa___,Terimakasi banyak pak🙏🏻 @prabowo
folkative,arinsch._,bisa kok cuma 10k per anak
folkative,reitr_0,Org yg nanya 10rb dapet apa? Ya lu ngitung pake harga jual
folkative,rumahbatamerah5,"Uhuukkkk dari pemerintah 10rb, nyampe ke anak tinggal rebus sebutir atau 1 buah bala2"
folkative,bandung_64,Bisa bergizi ya plus minum susu..
folkative,mr_ian_daridulu,Alhamdulillah... 🔥🔥🔥❤️❤️❤️
folkative,delinaamiraa,"UNTUK ANAK2 YANG DAERAH NYA BANYAK STUNTING, SEMOGA ANAK2 DAERAH KITA GA DAPAT PROGRAM INIYA. JANGAN MALAH BERHARAP ANAK KITA DAPAT PROGRAM INI, KARNA INI DI UTAMAKAN UNTUK ANAK STUNTING💙 SEMOGA ANAK INDONESIA SEMAKIN PENUH GIZI💙"
folkative,chairulindra__,"i'm just a chill guy who is waiting for ""makan siang gratis"""
folkative,ariafhlv,alhamdullilah dapet makan nasi sama risol 4
folkative,bramantyobrt,isok iki sego usus nafakah
folkative,firman13den,wkwkwkwk
folkative,ludfytristan,"Oke gpp lah 10k, tapi pas nyampe ke anak2nya ya beneran senilai 10k. Yg jadi masalah itu ""tikus"" yg di bawah2 itu, ntar dr atasnya 10k, pas nyampe anak2nya cuma momogi sama air mineral gelas"
folkative,riopratomo18,"Blom 100 hari l, kinerja nya sudah diatas rata2 dari Presiden2 sebelumnya...jaga kesehatan pak @prabowo ....🙏😇"
folkative,dafiachmad_,@_mlnfrhn dia juga mau buat beli pilter setengah
folkative,yunitaaeffendy,"Cukup kok apalagi porsi anak2, asal jangan di potong2😂"
folkative,rzalmuhmmd_,@faeyzaafad kurang sarebu
folkative,haseul_quen,Bersyukur. Aku dikasi jajan 2ribu Alhamdulillah masih kenyang
folkative,bodybuffff,Indomie 2 telor 1
folkative,niaageraldine99,"rata2 yg komen sdm rendah gatau bersyukur, 10rb jg duitt lagian jg buat anak sekolah, bukan buat bujangan yaiya jelas 10rb ga cukup kalo buat bujang lapuk"
folkative,dyasimnida,"miris buat yg ngejudge, rasa bersyukurnya 0%"
folkative,solangsbrando,Dapat 4 butir Telur 🔥
folkative,barrarmdhnn,Alhamdulillah
folkative,muhamadrizkymaulidani,balita 18 tahun masih dapat ga pak?
folkative,vxyxzx,Dulu waktu masih SD ada program kayak gini sering di kasih susu atau cemilan yg sehat kalo ga salah di era pak SBy😍😍
folkative,rizkypermadim,Wkwkwkwkwk turun
folkative,iam_julfianilhamh99,Alhamdulillah semoga nanti acaranya lancar dan saya alhamdulillah juga jadi bagian dari panitia nya jga 🙏🏻😇
folkative,tianpahri,"do'a in smoga. indonesia di pimpin oleh bpk. prabowo makin sedikit hutang dan syukur2 lunas. klw hutang kita kecil insaallah bukan cuma makan siang. tpi pagi, siang ,sore dan yg miskin juga ga ga ada. aamiin."
folkative,fitri_nuraii,"Paling yg bacot jga ngasih makan anak2nya d rmh nasi sm mie, klo g sm sayur bening doang 😭😭😭"
folkative,diansihombing944,Keren presiden kita
folkative,zeni2991,"yang hatinya punya rasa benci akan selalu ada celah mengkritik, keliatan kerja aja di kritik apalagi cuma diem aja, gabakal ada rasa puas dan cukup karna hatinya benci, gasuka dan ga seneng, jadi semua keliatan salah, tapi sehat selalu pak presiden semoga selalu lancar dan cita cita bangsa ini terwujud, aamiin ❤️❤️❤️"
folkative,sam_al0219,Sya mantau aja .kalo 10 ribu lumayan lah daripada engga sama sekali .yang penting tetap berjalan jangan berhenti di pertengahan doang .
folkative,_aldiarifin,Sampe si anak cuma 5000
folkative,iffyouknw,Pak pak
folkative,lizhijun_9,Inget gaes 10rb berharga (nasi padang) dari pada tidak di beri jadi biasakan bersyukur
folkative,imamfebii,Nasi + ayam geprek + es teh manis
folkative,berfrmn_,Gpp pak karena yg dewasa masih butuh subsidi.
folkative,vikalistha,10rb makan nasi warteg aja lauknya udh enak ko..
folkative,basegun.1b,"Indomie, prima, nasi, sama bawang goreng"
folkative,khaedaralii_,anak abah sedang mengetik....
folkative,gagas._id,Besok ada capres janji naik haji gratis. Tapi dari jakarta ke Mekah naik delman.
folkative,donaagnesia88,"Aym geprek, nasi kuning bento aymx dbuat kcil2 ssuai kbtuhan ank2 bisa aja sih... Diserahkan ke catering uda bisa ssuai budget"
folkative,rastamanjahh,"Udah ga percaya sama berita2, masa iya PNS nya rapat dan pejabat2nya tega kasih yg jelek makananya🤣"
folkative,ferdygusniyanto,"Anak Abah Komenan nya kurang bersyukur 😁, penyakit hati nya gak hilang😂"
folkative,riyanpastidatang,nasi padang ceban🤣
folkative,tesarvinot,"Tapi boong,,, gratis soalnya pajak nak, bbm naik🤣...loh loh..."
folkative,naufalputra,"Bagaimana cara bersyukur, yang tadinya ga ada jadi ada. Yg komplein ina inu itu cuma buat orang yang ga bersyukur, atau sakit hati"
folkative,fitri_axl03,"Kalian pada kenapa sih heran bukan nya mendukung,GK liat kmren acara khusus presiden sama para guru sampe Abah MTK yg di tiktok di kasih hadiah ,gajih guru naik lu pengen hidup enak di indo pajak naik GK mau ,luar negri ajh penghasilan gede pajak nya tinggi gmn mau berkembang negara SDM nya GK ngerti program bedain mana ngutang sama invest minimal kalo GK tau jangn so tau lah,baca berita kita jadi warga bantu pemerintah dengan liat pejabat sekitar udh BNR blm,jangn cuma komen hrus brani sama tindakan nya ngomong doang mah gampang ,pikir ajh lu udh bantu apa buat negara bukan malah ngehujt program pemerintah,sebagus apapun negara maju kalo SDM nya kaya kalian mah kaga akan maju negara percuma GK usah ngurusin pemerintah yg jauh urusin ajh dlu pemerintahn setempat kalian udh bantu apa udh blm kalian jadi warga yg BNR buat di negara yg maju ,jangn pengen negara maju SDM nya kaya org prindapan semua ,perbaiki diri ajh biar jadi SDM berguna buat sekitar sukur"" buat negara juga"
folkative,venlikesspicy,Nasi goceng
folkative,noviyhermanto,"Pa mending di tambah buat siswa tidak mampu aja, dri pda makan gratis kan ga semua murid ada yg maaf kurang mampu jdi"
folkative,srirahmanita99,10rb sudah dapat nasi campur pakai ayam loh di daerah ku
folkative,romiiiday,yg penting gak omdo
folkative,azrila.nk,di daerah sini sangat amat cukup🙌
folkative,azmyhabibi,@griyotahu.malang tahu sutranya pak ..
folkative,aldy20anker,Gorengan sama kopi 😂😂
folkative,febriinugraha,ayam geprek dijual 12rb modalnya berapa?
folkative,adriannss,ampera jo 13 rb minum aiya putih angek pulo WKKW
folkative,danuvijama,jadi makan bergizi gratis atau makan gratis?
folkative,dimas_dharmawan,Nasi pecel + telor 🔥🔥🔥
folkative,lisnnaa_w,❤️❤️
folkative,aat_safaat90,Seblak ceker juga udh ¹⁵ribu pak😭
folkative,palayukan_sonn,"Heh, jangan nyinyir yaa anak anak abah, 10 rebu bisa beli 3 sachet energen minum MAKANAN BERGIXI XIXIXIXI🗿"
folkative,searchforreyy,12k aja pak setara nasi Padang di banten
folkative,nenkthiee,"Alhamdulillah semoga cepat terealisasi, biar ga bingung tiap hari bikin bekal anak sekolah"
folkative,steaksaucemushroom,Prabowodianto?
folkative,zhr_liaa,Apresiasi 🙌🔥
folkative,thirteen.studious,"10rb byk kok, dlu aj mimin SD jajan cma 2rb"
folkative,_puuyyyyy,"Sampe bawah 5rb , jadi deh nasi kucing🐱"
folkative,garinfajar,gappaa pak
folkative,albany.e_,mayan sega padang 10k ya entuk kie
folkative,y0uknowwho_,"son apa2, ma bisa kasi doi sa ko b beli ayam geprek ? dar pada bsg kasi nasi dg sayur putih 😭😭"
folkative,_yudhisstiraa,Yang komen negatif pasti anak Abah wkwk
folkative,reskialdiar12,Serius di kolom komentar msh banyak yg nanya 10k dpt apa? Masa udh pada gede aja otak kalian msh belum nyampe ngurusin kek gini? 🤣
folkative,krisprt_,"Intinya bocil harus makan sayur, sama aja kalo sayurnya dibuang"
folkative,langit.senja.87,Gpp.. Gada celah buat di korupsi..
folkative,aldenn_10,🤣
folkative,shinderuy,"selamatt yaa.. kalian kena prankkk... makan tu ceban, 🤭🤭"
folkative,fitriapurna,InsyaAllah pasti sangat manfaat buat anak2.
folkative,ngab_zcobar,10rb/ank x 30 hari - 6hari libur dalam 1 bln = 24 hari X 10rb = 240rb/anak/1bln... 240 x 3000 anak 1 sklh = 720jt untuk 1 sekolah x seluruh sekolahan di indonesia 🥶🥶🥶
folkative,ditoofkind,Yg kagak terima malah si pengagguran lahhhh itu buat beli ayam geprek juga kenyang
folkative,21nand_,Semoga dari atas sampe ke anak nominalnya tetap ya jangan sampe nanti dari atas turun kebawa dipangkas yg diterima anak cuman 2.000😭😭😭
folkative,qusairyramadhan,Makanan bergizi ga harus mahal kan?masa kudu gocap per anak😂
folkative,heyoshin_,"Walaupun budget 10 ribu itu udh sangat bagus sekali, drpd ngga sama sekali. Salah satu bentuk kemajuan anak” di Indonesia bisa dapet makan siang gratis, jdi emaknya udh gaperlu repot bikin bekal. Terima kasih banyak Bapak Presidenku❤️. Bintang ⭐️⭐️⭐️⭐️⭐️sehat sehat Bapak!!!!"
folkative,artdevlvre,buset ceban doang
folkative,syarifah_norbayah,Kalo d Banjarmasin 10 ribu susah buat mecukupi (isi piring q) yg mana harus lengkap sayuran buah2an proteinx tambah kalo harus pakai susu
folkative,ibnu_riyaldy,Kalo di Kalimantan dapat apa ya 10rb
folkative,mhmdfhri_fdil,padang bang
folkative,puttraaa_25,Terbaik bapak @prabowo
folkative,_bellaregina,"yg komen 10 rb dpet apa .emng klian bekalin anak kalian pake nasi budget nya brpa ? kalo budget di atas 15 rb ya itu hak kalian .dan terbilang sangat fancy ya . dan sebenernya yg bisa ngsih makan anak dngan mahal dan mudah ga perlu dpet nasi 10 rb an sih .jd gausa koar"" . masa level sama nasi gratisan 10rb . gausa d trima yaa . ksih yg lebih butuh aja"
folkative,mramadani17,Biaya masak? Biaya transport? 10 rb emang seharusnya bisa buat makanan bergizi? Namun untuk biaya lain yang gamasuk ke bahan-bahan itu gimana? Apa sukarela kah?
folkative,_echa523,"@prabowo @presidenrepublikindonesia @republikindonesia @gibran_rakabuming tolong tambah armada jaklingko, masa iya nunggu jaklingko doang sejam lebih kaga dapet. Banyak yang lewat bukan Jurusannya, sekalinya lewat penuh, gitu aja terus mpe masa muda habis"
folkative,ngertidalil,"10rb nasi telor bisa bro, telornya bagi dua sama temen😂"
folkative,arlindya_sari,"Mending susu gratis dgn budget sgtu, bergizi juga biar pd sehat Dan cerdas"
folkative,arifrhm_,@zkzys ini presiden kamu gimana sih tidak konsisten
folkative,ongku_wanahamy.nst,"Bisa beras 1 kg 8,5 ribu. Gakmungkin habis satukilo .minimal ikan kembung atau lele seekor lalap timun dan sambel tumis."
folkative,304dump._,MasyaAllah sehat² pak prabowo👏❤️🔥
folkative,alreyaldi,"Anak abah mengelak dibilang sakit hati, ucapannya kami sedang mengkritisi. PAKE AKUN ASLI DONG"
folkative,shinezdy,jangan lupa kantin sekarang kena pajak 12%🔥
folkative,raffiromanoff_,lah kan awal pemilu bilang 15 rb?
folkative,__katya.c,Heii cireng juga makanann. Kalo cireng dalemnya ayam kan jadi bergizi. Pas budget dan mendukyng kearifan lokal ❤️
folkative,ege.laga,tahu tempe telor protejn smua murmer dna enak 🙌
folkative,waldanfathullah,"Dikasi makan nugget sosis aja udah seneng, MIRISS!! 😔"
folkative,rismahirana,"Bayangan aku makan siang gratis tuh kaya di drakor gituloh, yg siswanya antri rapi trus di ambilin makanannya sama yg jga🤣"
folkative,dkyuma_,10.000 per anak itu anak jawa apa anak papua . Di papua 10.000 dapet apa ??
folkative,jaafaaarrr_,Anak abah sedang mengetik...
folkative,theyyluv.riska,yaudah pak ngga apa apa lumayan ayam geprek tapi buruan pak sebelum saya lulus😢😢
folkative,allisyajeane,Seru banget ngebacain komen yg bilang 10.000 dikit. Mental miskin dan layak miskin 😂
folkative,frans_orrs,Palkor wkwk
folkative,akmaal80s,gmw pak mw nya nasi padang
folkative,lingga.wndr,Nasi kuning + telor 🔥
folkative,bujanggadiskitobelagakgalo,Ya gak masalah yg penting konsisten amanah
folkative,mommy_aqsha.j,🤣lucu bgt komen kalian...padahal udh bersyukur udh di kasi makan gratis
folkative,weatheringwithy00uu,@imgunnn menghilang dari lane 🔥
folkative,adittgp_,10 k gae tuku soto enak pakk
folkative,rimba_indo,Mana ada cukupnya bagi yang tidak bercukur
folkative,abirochmad,Pak.... sy beliin makan kucing saya harganya 40rb pak
folkative,dyocibs,"bersyukur, pasti bergizi kok untuk tubuh adik2 sekolah...❤️"
folkative,sofiansinatra_,"Sengaja anggaran dibuat 10rb per anak , soalnya presiden tau kalo rakyatnya ini pinter korupsi"
folkative,ellaaprilianz,"Banyak loh itu 10K coba deh kali kan dg jumlah murid. Bisa loh menu ayam potong kecil di teriyaki, sop bakso, tempe goreng, susu & buah potong. Dan dalam 1 box nasi ga sampe 5sdm kan di isi lauknya. Bisa kok"
folkative,yoghurt.enak,Bjir makan apaan itu
folkative,dzik.o,10rb mah salad aja pak salad. Salad juga enak.
folkative,rufanug,Gua masalahnya sama yg nyunat anggaran makan gratis. Buntung tangannya aseli
folkative,dintafy,Pak mending gak usah pak mana ppn mau naik
folkative,ahmadmul2804,Whaaaattt...???? Makan apa 10rb...??? Di indonesia timur gak cukup
folkative,zazaskiaaa,10k dapet apa anjir??
folkative,syhr_raaa,Oh buat anak anak gua juga dapet kan?kan gua belum punya anak
folkative,jackalvian,"Ojok mekso Pak, dikasih 250.000 per bulan Tapi Dipotong Tapera dll, Mbulet ae Pak"
folkative,khqqhh,"yang komen komen gjlss, psti dh pda tua itu yang sklh ajahh seneng kok"
folkative,seinaratna,"Klo di wilayahku jatim 10k udah dapat nasi ayam kak, klo ke warung biasa udah dapat nasi sayur ayam/telur udah lumayan sih"
folkative,kiemizka,"Masih bisa lah, dengan menu misalnya nasi+ayam+bayam+pepaya, nasi+SOP+tempe goreng+pisang, nasi+capcai+ikan gembung+semangka, nasi+telur+tumis labu Siam+mangga, nasi+ikantongkol+bening gambas+jeruk, susu nya beli yang kotak2 kecil barang kali yah, atau susu kedelai"
folkative,davifrs.id_,pecel 7rb esteh e 3 rb pas...
folkative,___.tanea,buat saya aja pak buat beli padeng
folkative,riswantorohelmy_11,Gapapa 10 rb kalo masih layak dimakan mah gas 🔥
folkative,kzmamnmi_,Masih menunggu sprei gratis
folkative,rd1714405,Menurut ku mau brpa pun Anggarannya yg penting Terbagi rata semua nyaa 🙌
folkative,luk_dontcryy,Apa anak berumur 21 termasuk pak?
folkative,linandasw,Respon netizen di IG dan di X begitu beda 😂
folkative,th4esassyclub,"kurang pak, di hc cuma dapet mie blek"
folkative,hayatwgna,Wkwk💆‍♂️
folkative,shintaariestantia2,"10 udah dapet nasi padang uyy, mau lah lauknya paha ayam, ati, telur atau ikan kembung pilih satu kalo disini hehehe."
folkative,chocoobreads,Buka usaha nasi gorontalo ahh😂
folkative,manaeksimbolon_,Basa sai ribut akka babaniama ni on
folkative,michaelrambay,Anak aba gausah dikasi makan
folkative,hibbanbatavia,Tempe mentah ajaa 12 rebu pak dipasar
folkative,deni.septiawan,Ceban doang 🤣🤣
folkative,breatheformee,kocak lu ah
folkative,eightballss_,"Inget, ini buat anak anak,,, ANAK ANAK YANG DI SEKOLAH bukan pengangguran pendukung ab...."
folkative,x7_lik,10rb udh dpt ayam geprek dikantin😍
folkative,its_riyanto,"Yg komen ""10rb dapet apaan"" pasti bukan anak-anak dan ibu hamil 😂"
folkative,ayaabcfd,dapet geprek
folkative,masbondankuncoros94,ini progam buat anak anak ya bukan buat anak pengangguran
folkative,palakpuyeng,Nasi padang pake telor aja 12K 🤣
folkative,dyaasadiyati,"Usaha catering ku diajak kerjasama utk project makan siang gratis di daerahku, tp monmaap blm bisa, takut kami g bisa memenuhi target 🙏🏻"
folkative,suroto5413,Maaf pak presiden anggaran makan gratis 10 ribu itu laiknya pake apa ya. Pak paket nasi pake ayam goreng itu sudah mencape harga 20 ribuan pak karena semua sudah mahal beras mahal apa lagi ayam 1kg sudah 40 RB pak
folkative,rryymaaaaaa,yaudah iya
folkative,putrapers,"Pak Prabowo hapus hutang petani, kasih makan siang gratis untuk anak sekolah, terus turunin harga tiket pesawat, naikin gaji guru honorer, udah banyak yg di perjuangin, coba deh liat dari sisi yg lainnya juga jangan hanya satu sisi saja. Pak Prabowo sudah perjuangin, belum tentu kalian yg nyinyir bisa melakukan seperti Pak Prabowo. Harusnya di support biar bisa lebih berkembang lagi untuk membangun bangsa ini lebih baik."
folkative,mahdiyusuf27,10k nasi pdang udh bsa dpt menu pilihan kayak ayam ikan telor
folkative,gilangwr_06,Nasipadang paket ceban🔥
folkative,sachi_legal_warehouse,Terimakasih bapak 👏👏
folkative,cicukbeni,Sampai ke anak cuma nasi kuning pakai tempat mika itu isinya cuma separo wkwk atau malah nasi kucing
folkative,linda_phuz,Klo ini masuk akal pak
folkative,_dyhsrs,"Yang tanya 10 rebu dapat apaan, lu punya duit 10ribu gak? Sono pergi warung makan beli makan biar tau dapat apaan. Kaga usah belaga tanya tanya dimari."
folkative,jesarwr,Belinya di Benhil aja pak. Banyak variasi.
folkative,dadaaaan_,"Bgaimana indonesia mau majuu,,warga gaada bersyukur,giliran sembako naik merepet ehh ketika udah dikasih keringanan buat anak2 lupaa bersyukurr padahal kan itu membantuu."
folkative,call1121741784,"orang pd ga bersyukur dh, masi untung ada program ini jadi yg suka ga jajan disekolah jadi dapet makan"
folkative,call1121741784,"10rb per-anak jg alhamdulillah cuyy, anak di indonesia aja ada brp. kan uang bukan cuma di fokusin buat makanan, tapi buat bantuan yg lainnya juga, huft tolong kalo mau komen jangan pakai ego. masi mending ada program yg mentingin gizi anak,drpd gada sama skali"
folkative,oreobtchs,"10 ribu buat anak gen z yg kerja penyetan, pecel, indomie, soto, nasgor, migor, geprek. sudah sangat bergizi 🗿"
folkative,alam_rhamdani,"Nasi, orek, dadar, biasa sih itu di warung deket rumah"
folkative,regishhz,Seblak terus tiap hari
folkative,qiqooooo,"Yg komen 10rb dpt apa,, kalian g tau d pabrik jatah makan seporsi 6.800. nasi, sayur, protein (ayam, telor, ikan) + kerupuk"
folkative,ayu_prasetyaputri,🔥🔥🔥🔥🔥👏👏
folkative,dhidiiiiiii,gpp kasi cash aj pak biar bisa beli nasi kuning
folkative,iswanprayudi,Udah cukup itu pak. Duit jajan saya dulu aja cuma 5rb 😩
folkative,chullodady,jangan salah informasi dlu w yg dapat catering perhari 4000 box dijakarta 25 ribu per porsi jadi itungannya cuman ambil untung ga banyak 3-5 ribu..
folkative,billyilmana_,😍
folkative,melankolia__________,Anak 8 bulan 24 tahun dapet ga pak?
folkative,sandra_iy,10rb per anak dikali berapa juta anak di indonesia ?? Mantap pak 👏
folkative,christina5250,Dapet nasi padang paket ceban mah pak..🤣
folkative,dharma.satyawan,"10 ribu yang dikorupsi 3 ribu, keuntungan catering 2 ribu... masih sisa 5 ribu, bisa dapet nasi kucing + gula kental manis yg rasanya spt susu,.. 🤣🤣🤣"
folkative,yanriks____,Paket ceban🙌
folkative,rofzz___ajaaa1,Anak penyakit hati sedang mengetik.....
folkative,amaliaalaopo,miris skli baya komen
folkative,heprrirewel138,Gapapa yg penting bukti dan bisa merata kesemua sekolah🤲🏽 terima kasih pak🙏🏿🤲🏽🫶
folkative,millahhhh_xx0,"Yg komen gada gizinya aneh, trs lu mau apa? Junk food?"
folkative,_jdionn,ahhaha mie goreng 2 sama telur 1
folkative,harsenaaaa,Semangat terus pak presiden
folkative,bantuin_nugas_,Yang realistis aja yaa pak 😍😍
folkative,twin_.chocolate,@hippocmps @sasheiyyy dapett serbu yeayyy😍😍
folkative,grremoery,"10 rebu dh dapet ayam geprek + nasi lol, jangan dikira 10rb gadapet apa apa, masih mending dikasih daripada kaga samasekali kocak, milih kaga nuntut ini itu iya lawak anak abah"
folkative,difaardiansyah_,buzzer nya pada cair belain ni wkwk
folkative,fau24n_adz11maa,"Kalo masih dikorupsi oleh bawahan, hukumannya mesti diapain yang korupsi itu wahai netizen?"
folkative,jiixzy,"Yang komen nge judge, emangnya gapengen apa punya generasi yang pinter pinter ga stunting?"
folkative,clsakey,"yaa cukup donggg seginii, ini yg protes ada apa gerangan si kawan"
folkative,riksykurniawan,"komen = anak abah
bersyukur = makanan bergizi apaan
ga komen = sisa 16 %
mending naik anjing aja deh"
folkative,mas.bree_,"Yang dikasih makanan bergizi anak sekolah, yang komen negatif anak wabah 🤣🤣"
folkative,chikaazalea,"Mereka berpikir kalau sumber protein hanya dari daging dan sumber kalsium hanya dari susu 😂

Padahal makanan emaknya di rumah aja belum tentu sampe 10 ribu per porsi 😂

Dari pada tanya presiden 10 rb dapat apa mending tanyain mak kalian aja yang lebih pinter ngolah duit, apakah gak cukup 10 rb per sekali makan untuk 1 orang"
folkative,nee_jias,❤️
folkative,yosiadipratamaa,"Nasi padang 10rb dapet nasi,ayam/ikan, daun singkong,sambel ijo,sayur nangka, kuah sayur"
